1,69425
2,74590
3,42543
4,18512
5,8098
6,3557
7,1899
8,1129
9,772
10,525
11,339
12,219
13,161
14,113
15,81
16,60
17,70
18,56
19,35
20,19
21,23
22,14
23,15
24,6
25,7
26,4
27,4
28,4
29,1
30,2
31,2
32,4
33,5
34,1
35,1
36,2
38,4
40,3
42,1
44,1
47,2
49,2
53,1
57,1
59,1
66,2
81,1
